batch_id,time_hr,vcd_e6_per_ml,glucose_g_per_L,lactate_g_per_L,ph,do_pct,temperature_C,agitation_rpm,airflow_slpm,feed_rate_ml_per_hr
B001,36.734693877551024,2.702068967765077,5.3018602506121235,1.232195550559892,7.002179346175441,81.82406088996613,36.675221681803514,168.4723661469393,1.2146328539567286,6.031999396835197
B001,39.183673469387756,2.9584700443695695,4.918251036908423,1.2720390271111084,7.007110784391672,77.78088018316976,36.96324113039316,173.0016015911687,1.294878093478276,8.536758770197867
B001,41.63265306122449,3.780613662027825,5.035400457129425,1.2321117880747814,7.032005830295945,77.87330156203019,36.65698586220393,169.26499274764495,1.3332826812635796,7.758996323094808
B001,44.08163265306123,3.865546932001999,4.809061898887078,1.536731261043339,6.96039345856073,76.3966198431173,36.7559955513303,173.6616480889728,1.386516457988666,8.890565488845114
B001,46.53061224489796,4.1868516697049385,4.509751559283057,1.571111670615616,6.937796078334581,76.55150338081346,36.813074057728606,172.61459085061054,1.391961755705186,8.03583057635375
B001,48.9795918367347,5.535726254014821,4.613095447632294,1.6484909498063456,6.92637579160103,80.03748039865313,36.94412732890661,174.97477574333095,1.4808173454476412,11.108159687273533
B001,51.42857142857143,5.517670819676691,4.750464456150337,1.5519183973776691,6.921239977165323,70.69404104338794,36.656413784882055,178.6900708414703,1.5534713431337013,10.788308257364246
B001,53.87755102040816,6.089609205024535,4.337732751361683,1.8566059617058548,6.936054295656352,74.82149997258576,36.916316375215494,172.84767209403674,1.6501082007979153,9.241553974720244
B001,56.3265306122449,6.111546014335491,4.5598675066730046,1.649610812088119,6.941254967407764,69.24395601272273,36.80102330610195,188.62520168454975,1.6744941535491584,10.479638521602435
B001,58.775510204081634,6.823086102726183,3.625030571018786,1.9219510155024762,6.931974193367655,70.54593218678848,36.701849134895205,174.3576681945423,1.7831693269572106,10.722675590945784
B001,61.224489795918366,7.438576114513399,4.21540090903831,2.1557802564585486,6.941142028083325,72.68810527556738,36.84621034742632,174.54130183402052,1.6861224177739649,11.938323208322755
B001,63.673469387755105,7.445813789538697,3.9704706381374297,1.911150449119584,6.909369648593072,69.65917228308888,36.81990596955735,187.6272890613779,1.8170854195911361,9.61055833023054
B001,66.12244897959184,8.25383584791092,3.795300570723153,2.027043696427478,6.945238675375943,66.39553085230466,36.739978312284116,187.01953795961057,1.8316160798787544,11.907950897506865
B001,68.57142857142857,8.27414978058955,3.7754950124499578,2.167107993651621,6.886346009288576,66.14082115290863,36.806980208499,187.40631337097506,1.980918718089455,12.296575070500918
B001,71.0204081632653,8.643697877832782,3.2616698905492094,2.180264679486339,6.968543850507892,67.95103223256324,36.76146864031382,188.65193162795404,1.8799932489975484,9.775049575022802
B001,73.46938775510205,8.792783799217013,3.517290112228416,2.1490152895464485,6.898361857167644,64.15151163452491,36.811351734525125,186.67346001331646,1.927401662993002,10.469799285887524
B001,75.91836734693878,9.738660207220681,3.534687820424798,2.3844073178887664,6.8465301712666955,65.06557024038844,36.8662130674521,183.47291181604024,1.9883977146665748,10.370526747196132
B001,78.36734693877551,9.35904896806782,3.6608849313972827,2.3447900367906547,6.83277118424184,63.74420490429742,36.95860168161453,189.5626962603564,1.96115215256002,11.836663099189385
B001,80.81632653061224,9.199422494275241,3.163692895120781,2.5718490389818855,6.8720251928654585,61.37026869254346,36.67621845011731,187.02235470774556,2.0900387795282067,12.695911010395843
B001,83.26530612244898,9.893757921715348,3.0076890345234033,2.506016760250089,6.843500198072877,65.98176572967105,37.01330333746562,196.50825172831324,2.1273494893712948,14.036194148647995
B001,85.71428571428572,9.390614243682288,2.971077162711664,2.8264220119303256,6.864277157679905,61.98212375892173,36.604791220047744,192.12185594963216,2.2218054036095247,12.205416934545296
B001,88.16326530612245,9.911804123218738,3.1565498112955166,2.66657262995005,6.849707332818839,55.6844087042358,36.78482149049644,189.9541466690987,2.2803531049113066,14.17688960332597
B001,90.61224489795919,9.338463246940488,2.941260426013569,2.786161195318208,6.8259783979264155,59.12801067035518,36.85883172064845,193.6991932407146,2.406053439919978,10.709499898517187
B001,93.06122448979592,9.592330406133287,2.6715989796547555,2.973188456430844,6.79541251498856,56.45193727454486,36.8280991867735,198.59526951627606,2.408745681705221,10.589312644731164
B001,95.51020408163265,10.103453889766456,2.782245323357365,2.842219690805584,6.768023971014525,58.500785036939384,36.73773004801794,194.93647927679646,2.3813588988495327,12.646046172096234
B001,97.9591836734694,10.31045284319108,2.6010481629308324,3.061521503664495,6.792727000417581,54.23128505374684,36.77918777496427,194.86848985890254,2.4142629399019704,13.251258482671858
B001,100.40816326530613,10.177225934322962,2.677402467494333,3.2429591733874266,6.824467474033786,54.60726181094375,36.750699906534116,201.42251769011264,2.532759223881448,12.727916758543966
B001,102.85714285714286,10.1216668442371,2.2453036669388147,3.0249659622581633,6.797851383752477,54.86711741510377,36.741063524305574,202.65340428411506,2.4911311967918253,10.648722134529493
B001,105.3061224489796,10.091283959434652,2.2222226727212626,3.2776470593226184,6.746709469291702,54.6090614087484,36.8849602097021,200.11834534763415,2.6976953872723093,12.602737887214621
B001,107.75510204081633,9.75891617333854,2.111374287740915,3.358641340649332,6.781930121653086,49.49736636956191,36.835701548596504,201.52235949231655,2.714074046852391,11.121494197345667
B001,110.20408163265306,10.003732254368973,1.7991337450674543,3.4843047361573225,6.780947276493905,50.24936487525687,36.73070904047393,206.2622905031147,2.680622850047826,16.291489111504905
B001,112.6530612244898,10.095689009447717,2.0531016064333225,3.355896765646886,6.735525093240497,48.988884887882165,36.88995998754332,199.08610890475828,2.6674044980352525,13.06198021283471
B001,115.10204081632654,10.562717289653643,1.9481294217829166,3.4210155631813683,6.7593056307293855,47.65252520832196,36.83072995208766,200.51370153628048,2.8697344350348013,15.129124804575246
B001,117.55102040816327,10.358305082449164,1.798981875001961,3.678724768806588,6.74909320032889,51.51050031729689,36.881286211883896,205.18328909781945,2.8452934159006347,15.391607907802326
B001,120.0,9.734245554396821,1.6530825733249708,3.7296984673233182,6.70571089106508,47.809963421921914,36.862962884192356,208.93276424144076,2.961890815598673,14.347013680808194
B002,0.0,0.461058370438964,6.685235509506328,0.10865897874729,7.12270965849936,98.69791218989069,36.74772769794809,145.3838337694455,0.5469141902987998,4.5311887033085965
B002,2.4489795918367347,0.8044835375271162,6.783924144420556,0.15790166421589408,7.064988101499161,96.27353822236081,36.904900922583685,144.4660667678367,0.5231773554258661,4.873592244243628
B002,4.8979591836734695,0.26814683327226285,6.024368117889233,0.3637169816761848,7.111394300052149,92.50303894542095,36.72956563094572,147.56961332695008,0.6027652225205187,4.362612872693482
B002,7.346938775510204,0.7703636075871512,6.318716296317706,0.34585024759542743,7.118628319437618,89.84817267231257,36.65915387036364,158.94167837079428,0.6238250110749519,6.590789950559463
B002,9.795918367346939,0.5264819955157396,5.978034751481757,0.4276378172279283,7.08301529199467,96.22835225956094,36.64433708264761,150.15096473951374,0.674193555975323,6.627172377784636
B002,12.244897959183675,0.5272618457592737,5.912779004879714,0.4261592421632635,7.119569180499191,90.22047768435552,36.86060099513456,169.28435930377879,0.7294393530102415,4.636545716240133
B002,14.693877551020408,0.828041404003627,5.79376611311141,0.4920557041233629,7.032704691373832,89.15030756341773,36.671957064750366,159.81352827991466,0.8049842396020938,4.6155600834808626
B002,17.142857142857142,0.6626482524764292,5.641487560349751,0.5710298955037522,7.011231787472085,88.09460696863714,36.97547941819843,159.49560918990295,0.818919711773969,5.787016691749737
B002,19.591836734693878,0.9410690847670236,5.72603085620121,0.7272003162786459,6.98786288232879,87.55943482765817,36.591807059211625,155.50412946644087,0.9546245409725537,4.986114756914837
B002,22.040816326530614,0.9056352440294193,5.452177323656568,0.719126041713892,7.078758880365083,85.89495264553987,36.969645636829,164.52195756031026,0.896085961419637,6.142922546361236
B002,24.48979591836735,2.039253885745984,5.574499528421273,0.8636713632406617,7.046161581935519,84.05675761889259,36.82110174672026,159.3667088279948,0.9804523361592791,6.619808662830277
B002,26.93877551020408,1.6753095524780461,5.4124013577020085,1.1157033451706662,7.017516133342074,83.13077191343758,36.790328688812956,164.07943682832885,1.016788957290373,4.609986060367395
B002,29.387755102040817,1.7025514310946592,5.276700186545085,1.0687451234043936,7.020235793483471,83.17939141875168,36.7455080913191,177.4943002423644,1.160103996258503,7.695028879587978
B002,31.836734693877553,2.2595028494563034,5.045017879836578,1.0224996875995425,6.970725124499416,81.17845658018145,36.83991361143521,165.4380678483155,1.1465624327031299,8.388962486042754
B002,34.285714285714285,2.4809628404353314,5.013217162457762,1.248692820787823,7.070515416531361,79.86002272035995,36.796236529757515,172.8892237742855,1.2373065126877174,6.157464115246069
B002,36.734693877551024,2.8044643466774017,5.181690490063111,1.1612332790243758,6.993672553826603,80.51898290436338,36.91033018820165,164.85146481314607,1.1604158588991718,6.641352450788127
B002,39.183673469387756,3.4465693904829244,5.032836498749366,1.0716977505638472,6.985730823429984,78.81657617740318,36.8114227648662,169.41689428220909,1.297025982681218,7.8286034364934345
B002,41.63265306122449,3.913591775263434,4.63918282859131,1.2481709607449942,6.996875039533287,81.35492475267559,36.81503017614619,179.67032970878978,1.3771346010056615,8.250812743579962
B002,44.08163265306123,3.978803810375204,4.756601154963397,1.2353697874892513,6.982185378992917,72.06540732198948,36.76363877877861,168.90598103759177,1.3857468525249956,8.627069854355184
B002,46.53061224489796,4.437797307912121,4.789052934878439,1.460767018942808,6.96712468399368,78.57076880588573,36.79430543762789,182.32754891243363,1.4838862636512269,10.345924918478236
B002,48.9795918367347,5.013516114192862,4.206935270306338,1.571229593020996,6.929346990826436,77.90033365030138,36.830780176889206,178.02855559564472,1.4537274142296754,8.61934819724243
B002,51.42857142857143,4.894827360401976,4.55152918133313,1.8105008740846713,6.959858336428366,70.28179096375513,36.628983160734336,172.90195183481438,1.5990388005807077,7.903047177165318
B002,53.87755102040816,5.6147934249585925,4.212373207394504,1.7490192679886611,6.994828081833026,72.76360440367604,36.66518145778942,180.1008142054817,1.6924959265891257,7.897998045334537
B002,56.3265306122449,6.9490327504328855,4.361058509228836,1.7678858654864607,6.971383009547915,71.72650602311045,36.87432640940227,183.02603755425608,1.6083886842229151,9.61377869378658
B002,58.775510204081634,7.479891234134123,3.9963277605282315,1.946205864240798,6.971469068186936,68.67477252893171,36.81708654381279,182.4968049131268,1.653235078011594,10.736268547815692
B002,61.224489795918366,7.330588525733526,3.6900439880303613,1.7156211629767624,6.900990060319309,68.9545707064509,36.78160166636473,172.7611212985069,1.7971590197742524,12.444511217486799
B002,63.673469387755105,7.964078951682118,3.627552736913163,2.0337655374435095,6.879291447228978,67.30946055396629,36.801843393306534,178.20104881475322,1.852447995041638,10.639134395691713
B002,66.12244897959184,8.23450148877028,3.8647190301486027,2.1607599887764515,6.897859045458235,72.05556129501052,36.83475817053616,181.82363131203837,1.7963059782341735,11.596871676037312
B002,68.57142857142857,9.378005630101763,3.8090873574871535,2.0092842325648728,6.895957461654375,69.4427853577235,36.746024031969064,183.91354714021404,1.8504192305737786,12.271464141390847
B002,71.0204081632653,9.067078476201138,3.478320348448506,2.344987649218652,6.919764521064332,69.1349469246822,36.72216952745977,188.61356456938603,1.9063189328222807,13.227538587791182
B002,73.46938775510205,8.934920505441601,3.688942981551393,2.337931273402503,6.8288178978432486,67.05558902604565,36.81958452550977,187.62319888221728,1.902165229550327,14.460351363609092
B002,75.91836734693878,8.896314619687871,3.1309612936686566,2.3360222290180834,6.918131407543002,62.37454951879003,36.70216272223849,181.28246187991888,1.972434749614566,11.371665456212165
B002,78.36734693877551,8.881164239411927,3.352090162719516,2.514298594773894,6.860157722226304,62.604020691930245,36.84082527557145,191.0846627244176,2.017139900437907,11.400974482393508
B002,80.81632653061224,9.577774863722178,3.025143698823019,2.7515590816988067,6.844744588309741,63.652218510210936,36.62974163957621,193.46109199172523,2.0779366523570384,13.491863301429003
B002,83.26530612244898,9.420089224499101,3.039020533541609,2.6161458091793186,6.819840950374847,59.24962193323652,36.90291556373256,194.43160530087968,2.1635718780796407,13.003445402607783
B002,85.71428571428572,9.330191225794291,3.080908305691854,2.6962506300586053,6.793211442701169,62.14028257463048,36.8472597482413,198.26104648491597,2.2259964509125405,14.096342839753657
B002,88.16326530612245,9.655173179444555,2.8013867146983116,2.6989618692296493,6.86020532160049,59.25404308123475,36.82560297343139,198.25124342580577,2.3407903307631526,13.093549262263798
B002,90.61224489795919,9.601899883020103,2.798599095235667,2.7333829099922964,6.830362804321774,58.00546042571713,36.89826909839455,197.60202284512175,2.2623271959222446,12.107710349011212
B002,93.06122448979592,10.496928711324585,2.978809582251051,2.974870316348302,6.782117499538381,59.19743014048862,36.966547444446256,196.17978368760473,2.4104406097197475,13.773680333134166
B002,95.51020408163265,10.308887446090555,2.564213462830064,2.8796977398580927,6.7746170245931925,57.684444990319015,36.90143700650181,189.45029737323637,2.3995046394213775,14.141296070837543
B002,97.9591836734694,10.086521076797471,2.7487710754742527,3.045932133926021,6.796048908000888,55.09439419897408,36.61591257686683,201.12768293239762,2.4567104879867667,13.67518157601753
B002,100.40816326530613,10.569798691632979,2.2577320984562315,3.0644791532826723,6.848846155962764,57.15539430060604,36.67204230332643,201.24252006846862,2.541904239914453,13.74859551779587
B002,102.85714285714286,10.179571821247857,2.491675121297342,3.2336122682889252,6.783640830887663,51.69501620194306,36.73751814223043,202.78646561454832,2.5010067560647427,13.995814679969628
B002,105.3061224489796,9.92322980771296,2.5760688261723965,3.292549883998083,6.738987344059518,54.10942223429669,36.802609105021084,196.26931834538823,2.625242936288794,13.89336196999823
B002,107.75510204081633,10.659409993629666,1.695467018341889,3.4364070556502795,6.769362401954972,53.084161699610235,36.85176590204691,198.47226831836684,2.6634246512269795,17.69516951932345
B002,110.20408163265306,10.381358529992784,1.9324576835997826,3.355120809094117,6.76120604800961,50.29927446831079,36.72742561868465,210.36780508299105,2.7287041958534686,16.73927924496606
B002,112.6530612244898,9.922706794437717,2.1092919764565154,3.452604343205357,6.6811342170382835,50.59104155468831,36.81867667644771,206.12875484296163,2.767519656685187,12.55652988861551
B002,115.10204081632654,10.188479018362885,1.8553092901383401,3.4551848529115654,6.753065031555486,46.456956520698775,36.724461706764664,210.9585238950264,2.9248058233220755,16.08297943450582
B002,117.55102040816327,9.992534119563198,1.8721883583477308,3.582101286237287,6.74041890286925,49.82764587514849,36.7388482197008,208.91710208473393,2.8191334089507,16.986018795541103
B002,120.0,9.84831768171634,1.579202962656836,3.737730049304485,6.760886190944402,46.63019572711402,36.659333890315175,210.1487806974787,2.873450152249909,14.847201007768026
B003,0.0,0.590464092282786,6.451752788428734,0.23993554365860023,7.081233118954714,96.9960202197193,36.700860765054365,150.62612251323952,0.5165440116107228,4.484329462040351
B003,2.4489795918367347,0.3999391976785366,6.47245189562939,0.2659327560463789,7.104527167227612,88.22789740687793,36.58466098863963,149.0774620902921,0.590656039917181,5.992042349536523
B003,4.8979591836734695,0.5724880940533712,6.053773747814973,0.2529018125022215,7.100127028037461,97.21756573609207,36.73610382523105,153.06046710699817,0.49827240154489666,4.963079360404459
B003,7.346938775510204,1.0026852117139875,6.494875369794244,0.25571448549474873,7.085779396648187,91.78204523348558,36.66769102065925,156.38995953293704,0.6656416040025827,4.726451651735516
B003,9.795918367346939,0.7428890014334427,6.091733029627608,0.4636998823817671,7.054103090282596,93.29799828653626,36.96420151601363,155.14225953530197,0.7573018169706034,5.810869686574328
B003,12.244897959183675,0.7790546598848216,6.233663247950279,0.5066954773176853,7.0431166050843075,88.02222896207547,36.90098170893426,156.32540743561125,0.6844159082491132,4.404824387973991
B003,14.693877551020408,0.4521936696960186,5.980789967234725,0.6303356485333855,7.055151745217195,90.34799678971697,36.73118496548223,153.83698033647644,0.8775061703622933,5.069984734983114
B003,17.142857142857142,1.1970970190104078,5.905636358116471,0.6778028944539112,7.083753299149209,86.03602601650982,37.02524358053443,155.25692398367383,0.8638080933254452,5.628607260421293
B003,19.591836734693878,1.3008091307135008,5.830279986658685,0.7927103735727498,7.057532494433751,85.91572738473084,36.898176548699155,152.78289200834845,0.8565861419059572,6.8065915122595495
B003,22.040816326530614,1.913975028797712,5.7079090589422385,0.7077009686398616,7.022759121057824,90.01173617712132,36.767516861649135,169.7682918792,0.9380278726477269,6.6859268977752935
B003,24.48979591836735,1.357502875385167,5.648952715238814,0.966433284114453,7.049681573564348,84.82271683112637,36.55005942851264,156.02558178222725,1.017712263993433,5.74102398342016
B003,26.93877551020408,1.7304755851857092,5.688279485618322,0.9279232257753623,6.933727394850486,84.65935554227782,37.02909425725907,160.0048617661225,1.0425757797747022,6.882195409206026
B003,29.387755102040817,1.9872841886056616,5.363794029858662,1.1891587403237511,7.0462997057050405,84.98503342056118,36.661042753323635,161.10184122317443,1.1146929016631346,7.660083541759014
B003,31.836734693877553,2.6685448601650794,5.3683313637626,0.9861832590073697,6.952298382555024,83.25666989839418,36.635460125304306,170.39298923166098,1.090701014223583,7.372694836341096
B003,34.285714285714285,2.4860725956264944,5.110624289713983,1.3021678088879536,6.986269628900763,81.58655209600143,36.90225704320096,165.668108751397,1.1941823269160896,6.679259338201747
B003,36.734693877551024,2.9544616842684706,5.318635687987854,1.2218318946727955,6.956205821528562,81.03604445391204,37.04397524063393,174.6060573021442,1.1640081527057713,5.731781756921787
B003,39.183673469387756,3.4446883333848586,4.797374600812636,1.2103684037201878,6.94360853532021,84.13336178272145,36.93842728185105,166.22438361347454,1.27811216632032,6.370685645489685
B003,41.63265306122449,3.74232219919615,5.194881964133183,1.3005910084313026,7.009926844437682,78.23170118144304,36.85639091200523,172.21129734173124,1.2874576791512502,7.368681696859423
B003,44.08163265306123,4.0040240702932035,4.728703103748683,1.390414248772405,6.95372406600146,77.76954503220544,36.85947543416653,167.86408106023183,1.344856155931736,7.273755695932451
B003,46.53061224489796,4.668769777975018,4.352620489780472,1.5383349619871303,6.970803279717227,78.48906389405603,36.88534155587803,183.99105176131593,1.4924169036584811,8.228093161251739
B003,48.9795918367347,5.4181211482962865,4.566437209512769,1.621671303905591,6.95165360712342,77.61921513122208,36.87589285897867,168.55180382321979,1.5341573427644075,9.071195485391307
B003,51.42857142857143,5.277449119999334,4.3066468113621665,1.585487142463285,6.960025510530979,76.80263203969218,36.828119142396936,177.26338926542087,1.5590283346167875,9.431700692213369
B003,53.87755102040816,6.109241645862221,4.513026668981418,1.7138910713861466,6.940672003670582,74.7264400358951,36.810420110395185,180.1076599148646,1.5229353821745344,9.496943180487856
B003,56.3265306122449,6.328934225717776,4.116413979649725,2.0040229542285335,6.892530641437608,70.18337792964107,36.79374068721005,180.23226079337994,1.6107101897601581,10.229697666257593
B003,58.775510204081634,7.344914908761191,4.059742905193779,2.0360196231325203,6.953561473971169,74.75665898296954,36.72460354111333,178.46131680765228,1.736165089080592,10.620454983676245
B003,61.224489795918366,6.948343266165307,3.673112261974159,1.9803670608449542,6.901513833117405,68.21751329559527,36.77193249231332,179.96314139929206,1.7315756416003627,8.263256688435545
B003,63.673469387755105,7.623435308583911,3.8625999606399803,2.0140044294494728,6.862282134876942,70.13588317537602,36.630704318580456,182.0557920537731,1.889435864754187,9.839461494905546
B003,66.12244897959184,8.254290004926574,3.370326175490535,2.095676602059581,6.888789198232247,67.04246870812455,36.790166037320525,182.32621448165347,1.8421148715615554,11.139393090076815
B003,68.57142857142857,8.923998596335494,3.4403622924457125,2.2184946544158985,6.939308508004744,67.44315187824259,36.70114088928491,189.10510986968882,1.881031027253073,10.60955277608446
B003,71.0204081632653,8.71148092444887,3.8112666046982473,2.1283329883781184,6.9124454277736085,67.24936155530085,36.68964106827842,196.5628190895894,1.9049523400551809,12.24916211141247
B003,73.46938775510205,8.806735924877872,3.718384521526085,2.278343978910727,6.8691322727024575,66.25495932885973,36.81798941511534,183.94723495251185,1.976064800341155,13.256188214103167
B003,75.91836734693878,9.747323872700177,3.5483568184794416,2.2106926130204045,6.8617671668296305,65.47649456969506,36.939200228634455,181.110168775574,2.010743855119749,13.696669591714628
B003,78.36734693877551,8.928693965364326,3.171910893823137,2.490942720423793,6.855248907647152,66.88048376260708,36.891831660600225,188.7422632276315,2.10275237260994,11.609560943218423
B003,80.81632653061224,8.857093985975986,3.257804667547114,2.5892093898886412,6.919853459914989,63.58053799078306,36.64294993963768,203.3067099535777,2.1641616464519737,13.256449967487912
B003,83.26530612244898,9.778998783100391,3.1686672472839272,2.549640537443532,6.861662145199599,61.20556428043911,36.701037186342965,187.61428022137582,2.1260066494235823,12.651915125539595
B003,85.71428571428572,9.60625107136781,2.8397556335900624,2.828827247757575,6.855758392272874,62.642460050862425,36.89407711879882,201.0527268843632,2.1477240666078257,12.027963527833379
B003,88.16326530612245,9.542775199578099,3.2741490481085322,2.6223213928834395,6.8664187077025876,62.1136348554003,36.70175126064617,202.47013672344343,2.171455037467284,11.700866137978709
B003,90.61224489795919,10.138871218294227,3.0509826621967666,2.6719298589177938,6.835326940076917,56.29988641054234,36.77753668500029,192.5381812404396,2.337644464304811,12.488675930004424
B003,93.06122448979592,10.063926434934176,2.7333581856422304,2.9142819165498746,6.813045062155991,58.97031034378135,36.85500520990245,199.37552764082432,2.3060561594872246,12.343012971263283
B003,95.51020408163265,9.8751719297847,2.6849690045336,3.070015952710195,6.807578892282552,58.19826385196873,36.70316555451363,205.897085156459,2.302559551985029,12.75060240806042
B003,97.9591836734694,9.704821549591188,2.6233092146507344,3.207168279349869,6.80397441119717,55.22119952389225,36.81053755061459,197.08395313179727,2.4786126036959364,12.604479862579986
B003,100.40816326530613,10.387552648450015,2.075326495702897,3.06635647167229,6.7976588431087865,57.588148320500785,36.66659745050818,199.18617983214125,2.6328132411777623,12.993136780770596
B003,102.85714285714286,10.351421682341169,2.3362788092101656,3.2935823690574155,6.81325745773768,53.5570316830778,36.73986323560488,198.52016685882822,2.5568393115658625,13.398124157476456
B003,105.3061224489796,10.151862308977623,2.151358252441257,3.255332826519317,6.78564000922728,53.128703927351246,36.83197819341425,197.57927757102544,2.6480469877021737,13.992184763825612
B003,107.75510204081633,10.756463869263069,1.9894719163883636,3.3153903312304074,6.798713896194018,51.551815535105725,36.64070062664683,200.63116329507812,2.659193508743705,17.23477387270895
B003,110.20408163265306,9.89866008698954,2.035616676116687,3.494488442728259,6.766966257698783,50.94952544210171,36.84404747379604,198.98233948251524,2.6991371499935037,11.114078742998899
B003,112.6530612244898,9.776223089458233,2.353414856390312,3.544824124576036,6.764399872036013,47.74622533641367,36.79803622010733,206.49694795354105,2.799015048639185,9.947105978521801
B003,115.10204081632654,10.038008200823594,2.0240869396003407,3.395422008791371,6.694747857015057,46.07908190828079,36.85524899544171,203.70115425287005,2.787527089117098,13.644775113755319
B003,117.55102040816327,10.241543790671976,1.6837233857169096,3.7741846472174876,6.774836769016584,51.168601963184635,36.822391413406464,209.94443976303538,2.8643900238668607,14.506404975979331
B003,120.0,10.336159435802449,1.814516556271232,3.8380091354147448,6.750394654276939,45.306077303363345,36.936414042997384,202.22052176898185,2.9160848903098007,15.724210788606447
B004,0.0,0.12882819180310773,6.290617803463612,0.1308833012598964,7.1233508322849985,94.7996918470401,36.781710355889516,152.89816586606787,0.517531504963678,2.4179528923610576
B004,2.4489795918367347,-0.02265328989726112,6.509371366831988,0.34369088221862587,7.076117489734634,93.61306066291137,36.937487641914814,152.8534713788292,0.5734389483441179,5.677875319530908
B004,4.8979591836734695,0.7263034656343623,6.541222463585661,0.2710140934590609,7.06076015594631,91.2848511530175,36.73540358208754,153.42090109972344,0.6296952571015579,4.945089721297875
B004,7.346938775510204,0.846896201022592,6.349913111112605,0.5805764746833456,7.077857949951141,90.4074637817162,36.72008079933497,151.90763792370166,0.7024237676080152,3.8650066958794254
B004,9.795918367346939,0.512606160809456,6.3073728024672855,0.45042851558356256,7.0655067062222106,90.62867486925816,36.7517256477818,156.59037840098193,0.7164093001933645,5.939410160090355
B004,12.244897959183675,-0.012188992205495963,5.8588450639187615,0.2912706628599285,7.049668464642631,90.83677182995889,36.70466713917413,154.6454419288967,0.7328350764527464,6.38202998331637
B004,14.693877551020408,0.6962771775142496,5.627882764610815,0.6161504886410656,7.0768099907706405,90.94961823205834,36.812267031599475,158.18924365685828,0.8275062360805447,5.437695859301517
B004,17.142857142857142,1.0907621508230054,6.114552444676812,0.652401552773992,7.077230584828543,86.53649924149644,36.96246784584695,165.1594162494684,0.9378512396019036,6.843606899779152
B004,19.591836734693878,0.6634904057389396,5.651790562843817,0.8167303774490908,7.0438766963846735,90.1486424440415,36.8323079273116,154.76320554094872,0.8852050473747489,7.161193214497606
B004,22.040816326530614,1.3200065877398206,5.5682007436477665,0.8285426249229142,7.0782034534520655,85.64142626730262,36.77476464978737,166.71980096891053,0.8920898612970801,7.3890423556937135
B004,24.48979591836735,1.4452433911191687,5.786046991635118,0.820848279152643,6.992279938820892,85.16134704395618,36.770818873108446,168.830473295883,1.0451499518316956,7.814281874184537
B004,26.93877551020408,1.838517936766854,5.533694981471968,0.7857334416771857,7.013373889690996,82.73006643762272,36.64368091913033,162.87904512014666,1.0327564520064016,7.231064472403185
